"Descricao_do_cargo.emprego","Nome_orgao_de_origem","UF_da_UPAG_de_vinculacao","Cidade_da_residencia","Nivel_escolaridade","Ano_Mes_inicio_afastamento","Ano_Mes_referencia","Valor_rendimento_liquido","Descricao_do_afastamento","Ano_inicio_afastamento","Mes_inicio_afastamento","Rendimento_Liquido_Hora"
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIV. FEDERAL RURAL DO RIO DE JANEIRO   ","RJ","SEROPEDICA                    ","NS",2021-07-01,2021-08-01,11843.27,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","07",70.4956547619048
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE  ","PB","CAMPINA GRANDE                ","NS",2021-08-01,2021-08-01,18988.09,"Afas. Missão Exterior Com Ônus - EST","2021","08",113.024345238095
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE  ","PB","NATAL                         ","NS",2021-07-01,2021-08-01,12579.12,"Afas. Missão Exterior Com Ônus - EST","2021","07",74.8757142857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE  ","PB","CAMPINA GRANDE                ","NS",2021-07-01,2021-08-01,13842.25,"Afas. Missão Exterior Com Ônus - EST","2021","07",82.3943452380952
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERS. TECNOLOGICA FEDERAL DO PARANA  ","PR","CAMPO MOURAO                  ","NS",2021-02-01,2021-08-01,14387.88,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",85.6421428571429
"PSICOLOGO-AREA                          ","UNIVERSIDADE FEDERAL DE SAO PAULO       ","SP","CACAPAVA                      ","NS",2021-07-01,2021-08-01,9891.74,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","07",58.8794047619048
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE SAO PAULO       ","SP","SAO PAULO                     ","NS",2021-07-01,2021-08-01,21539.43,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","07",128.210892857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE SAO PAULO       ","SP","SAO PAULO                     ","NS",2021-08-01,2021-08-01,9642.15,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",57.39375
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIV.FED. DA INTEGRACAO LATINO-AMERICANA","PR","FOZ DO IGUACU                 ","NS",2021-02-01,2021-08-01,13065.48,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","02",77.7707142857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-07-01,2021-08-01,19436.79,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","07",115.695178571429
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-08-01,22852.88,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",136.029047619048
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-08-01,20326.17,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",120.989107142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-08-01,14865,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",88.4821428571429
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-01-01,2021-08-01,14555.29,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",86.638630952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-08-01,23150.13,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",137.798392857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-08-01,2021-08-01,22133.52,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",131.747142857143
"ASSISTENTE EM ADMINISTRACAO             ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NI",2021-08-01,2021-08-01,6145.62,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",36.5810714285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-08-01,2021-08-01,5752.74,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",34.2425
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-05-01,2021-08-01,16013.71,"Afas. Missão Exterior Com Ônus - EST","2021","05",95.3197023809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-08-01,21560.6,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",128.336904761905
"BIOLOGO                                 ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-07-01,2021-08-01,11381.14,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","07",67.744880952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-08-01,20674.67,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",123.063511904762
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-08-01,19902.96,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",118.47
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-01-01,2021-08-01,17448.18,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",103.858214285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-07-01,2021-08-01,15389.4,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","07",91.6035714285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-08-01,20024.1,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",119.191071428571
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-08-01,21338.35,"Afas. Missão Exterior Com Ônus - EST","2021","02",127.013988095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-08-01,15337,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",91.2916666666667
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-01-01,2021-08-01,16485.18,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",98.1260714285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-08-01,2021-08-01,9701.29,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",57.7457738095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-08-01,15880.29,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",94.5255357142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIV. FEDERAL DE OURO PRETO    ","MG","DIONISIO                      ","NS",2021-01-01,2021-08-01,13221.01,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",78.6964880952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIV. FEDERAL DE OURO PRETO    ","MG","BELO HORIZONTE                ","NS",2021-03-01,2021-08-01,20049.05,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",119.339583333333
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIV. FEDERAL DE OURO PRETO    ","MG","MARIANA                       ","NS",2021-05-01,2021-08-01,7889.86,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","05",46.9634523809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIV. FEDERAL DE OURO PRETO    ","MG","OURO BRANCO                   ","NS",2021-02-01,2021-08-01,8385.78,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",49.9153571428571
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO PIAUI           ","PI","TERESINA                      ","NS",2021-02-01,2021-08-01,12592.44,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","02",74.955
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE FEDERAL DO ABC    ","SP","SAO PAULO                     ","NS",2021-03-01,2021-08-01,17291.15,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","03",102.923511904762
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE FEDERAL DO ABC    ","SP","SAO PAULO                     ","NS",2021-01-01,2021-08-01,12900.12,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","01",76.7864285714286
"PEDAGOGO-AREA                           ","INSTITUTO FEDERAL DE RONDONIA           ","RO","VILHENA                       ","NS",2021-04-01,2021-08-01,10012.88,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","04",59.6004761904762
"PROFESSOR ENS BASICO TECN TECNOLOGICO   ","INSTITUTO FEDERAL DE SANTA CATARINA     ","SC","CANOINHAS                     ","NS",2021-07-01,2021-08-01,13241.3,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","07",78.8172619047619
"TECNICO EM ASSUNTOS EDUCACIONAIS        ","UNIVERSIDADE FEDERAL DO OESTE DO PARA   ","PA","SANTAREM                      ","NS",2021-02-01,2021-08-01,10843.45,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","02",64.5443452380952
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO OESTE DO PARA   ","PA","SANTAREM                      ","NS",2021-05-01,2021-08-01,12840.85,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","05",76.433630952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO CARIRI          ","CE","CRATO                         ","NS",2021-02-01,2021-08-01,8690.64,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","02",51.73
"                                        ","FUNDACAO NACIONAL DO INDIO              ","DF","SAO GABRIEL DA CACHOEIRA      ","  ",2021-07-01,2021-08-01,3022.46,"Afas. Viagem /Serv Fora do País Com Ônus Limitado - EST","2021","07",17.9908333333333
"PESQUISADOR EM SAUDE PUBLICA            ","FUNDACAO OSWALDO CRUZ                   ","RJ","CURITIBA                      ","NS",2021-08-01,2021-08-01,31223.52,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",185.854285714286
"PESQUISADOR EM SAUDE PUBLICA            ","FUNDACAO OSWALDO CRUZ                   ","MG","BELO HORIZONTE                ","NS",2021-06-01,2021-08-01,18809.99,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","06",111.964226190476
"TECNOLOGISTA                            ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","SP","JACAREI                       ","NS",2021-08-01,2021-08-01,14743.05,"Afas. Missão Exterior Com Ônus - EST","2021","08",87.75625
"TECNOLOGISTA                            ","COMISSAO NACIONAL DE ENERGIA NUCLEAR    ","RJ","RESENDE                       ","NS",2021-06-01,2021-08-01,15812.94,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","06",94.1246428571429
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","NS",2021-12-01,2021-12-01,27058.23,"Afas. Missão Exterior Com Ônus - EST","2021","12",161.060892857143
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","NS",2021-12-01,2021-12-01,52919.43,"Afas. Missão Exterior Com Ônus - EST","2021","12",314.996607142857
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","NS",2021-11-01,2021-12-01,37814.44,"Afas. Missão Exterior Com Ônus - EST","2021","11",225.085952380952
"                                        ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","ITURAMA                       ","  ",2021-11-01,2021-12-01,13993.05,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","11",83.2919642857143
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","NS",2021-12-01,2021-12-01,29353.52,"Afas. Missão Exterior Com Ônus - EST","2021","12",174.723333333333
"                                        ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","  ",2021-12-01,2021-12-01,17487.24,"Afas. Missão Exterior Com Ônus - EST","2021","12",104.090714285714
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","NS",2021-11-01,2021-12-01,29008.27,"Afas. Missão Exterior Com Ônus - EST","2021","11",172.668273809524
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","NS",2021-12-01,2021-12-01,56795.36,"Afas. Missão Exterior Com Ônus - EST","2021","12",338.067619047619
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","NS",2021-01-01,2021-12-01,27626.32,"Afas. Missão Exterior Com Ônus - EST","2021","01",164.442380952381
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","GO","GOIANIA                       ","NS",2021-12-01,2021-12-01,40896.79,"Afas. Missão Exterior Com Ônus - EST","2021","12",243.433273809524
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","MG","CONTAGEM                      ","NS",2021-12-01,2021-12-01,37814.44,"Afas. Missão Exterior Com Ônus - EST","2021","12",225.085952380952
"                                        ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","  ",2021-12-01,2021-12-01,12660.42,"Afas. Missão Exterior Com Ônus - EST","2021","12",75.3596428571429
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","NS",2021-12-01,2021-12-01,38551.08,"Afas. Missão Exterior Com Ônus - EST","2021","12",229.470714285714
"                                        ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","  ",2021-12-01,2021-12-01,21194.04,"Afas. Missão Exterior Com Ônus - EST","2021","12",126.155
"                                        ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","PANTANO GRANDE                ","  ",2021-12-01,2021-12-01,13745.63,"Afas. Missão Exterior Com Ônus - EST","2021","12",81.8192261904762
"                                        ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","  ",2021-12-01,2021-12-01,8174.03,"Afas. Missão Exterior Com Ônus - EST","2021","12",48.6549404761905
"AUDITOR-FISCAL DA RECEITA FEDERAL BRASIL","MINISTERIO DA ECONOMIA                  ","DF","BRASILIA                      ","NS",2021-08-01,2021-12-01,30761.62,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","08",183.104880952381
"AUDITOR-FISCAL DA RECEITA FEDERAL BRASIL","MINISTERIO DA ECONOMIA                  ","RS","PORTO ALEGRE                  ","NS",2021-10-01,2021-12-01,33265.88,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","10",198.01119047619
"AUDITOR-FISCAL DA RECEITA FEDERAL BRASIL","MINISTERIO DA ECONOMIA                  ","SP","SAO PAULO                     ","NS",2021-12-01,2021-12-01,54023.94,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","12",321.571071428571
"AUDITOR-FISCAL DA RECEITA FEDERAL BRASIL","MINISTERIO DA ECONOMIA                  ","DF","BRASILIA                      ","NS",2021-10-01,2021-12-01,28625.01,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","10",170.386964285714
"                                        ","MINIST. DA JUSTICA E SEGURANCA PUBLICA  ","RJ","RIO DE JANEIRO                ","  ",2021-10-01,2021-12-01,4046.55,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","10",24.0866071428571
"                                        ","PRESIDENCIA DA REPUBLICA                ","DF","BRASILIA                      ","  ",2021-12-01,2021-12-01,8174.03,"Afas. Missão Exterior Com Ônus - EST","2021","12",48.6549404761905
"                                        ","PRESIDENCIA DA REPUBLICA                ","DF","GRAVATAI                      ","  ",2021-11-01,2021-12-01,4336.95,"Afas. Missão Exterior Com Ônus - EST","2021","11",25.8151785714286
"                                        ","PRESIDENCIA DA REPUBLICA                ","DF","BRASILIA                      ","  ",2021-12-01,2021-12-01,19475.71,"Afas. Missão Exterior Com Ônus - EST","2021","12",115.926845238095
"                                        ","PRESIDENCIA DA REPUBLICA                ","DF","BRASILIA                      ","  ",2021-12-01,2021-12-01,10503.76,"Afas. Missão Exterior Com Ônus - EST","2021","12",62.522380952381
"                                        ","PRESIDENCIA DA REPUBLICA                ","DF","BRASILIA                      ","  ",2021-12-01,2021-12-01,14081.39,"Afas. Missão Exterior Com Ônus - EST","2021","12",83.8177976190476
"                                        ","PRESIDENCIA DA REPUBLICA                ","DF","SAO BERNARDO DO CAMPO         ","  ",2021-12-01,2021-12-01,14289.06,"Afas. Missão Exterior Com Ônus - EST","2021","12",85.0539285714286
"AGENTE ADMINISTRATIVO                   ","DEPARTAMENTO DE POLICIA FEDERAL         ","RJ","RIO DE JANEIRO                ","NI",2021-12-01,2021-12-01,8810.67,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","12",52.4444642857143
"PERITO CRIMINAL FEDERAL CLASSE ESPECIAL ","DEPARTAMENTO DE POLICIA FEDERAL         ","DF","BRASILIA                      ","NS",2021-11-01,2021-12-01,31394.91,"Afas. Missão Exterior Com Ônus - EST","2021","11",186.874464285714
"AGENTE DE POL FEDERAL CLASSE ESPECIAL   ","DEPARTAMENTO DE POLICIA FEDERAL         ","DF","BRASILIA                      ","NS",2021-06-01,2021-12-01,34652.94,"Afas. Missão Exterior Com Ônus - EST","2021","06",206.2675
"AGENTE DE TELECOMUNI E ELETRICIDADE     ","DEPARTAMENTO DE POLICIA FEDERAL         ","SP","SAO PAULO                     ","NI",2021-12-01,2021-12-01,6060.36,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","12",36.0735714285714
"AGENTE DE POLICIA FEDERAL 1A CLASSE     ","DEPARTAMENTO DE POLICIA FEDERAL         ","DF","BRASILIA                      ","NS",2021-10-01,2021-12-01,15842.69,"Afas. Missão Exterior Com Ônus - EST","2021","10",94.3017261904762
"PROFESSOR DO MAGISTERIO SUPERIOR        ","COMANDO DA AERONAUTICA                  ","SP","SAO JOSE DOS CAMPOS           ","NS",2021-10-01,2021-12-01,42854.84,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",255.088333333333
"PESQUISADOR                             ","COMANDO DA AERONAUTICA                  ","SP","SAO JOSE DOS CAMPOS           ","NS",2021-09-01,2021-12-01,33625.95,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",200.154464285714
"TECNOLOGISTA                            ","COMANDO DA AERONAUTICA                  ","SP","GUARATINGUETA                 ","NS",2021-11-01,2021-12-01,34322.72,"Afas. Missão Exterior Com Ônus - EST","2021","11",204.301904761905
"TECNOLOGISTA                            ","COMANDO DA AERONAUTICA                  ","SP","SAO JOSE DOS CAMPOS           ","NS",2021-04-01,2021-12-01,21553.68,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","04",128.295714285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","COMANDO DA AERONAUTICA                  ","SP","SAO JOSE DOS CAMPOS           ","NS",2021-07-01,2021-12-01,48546.21,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","07",288.965535714286
"PESQUISADOR-A                           ","EMPRESA BRASILEIRA DE PESQ. AGROPECUARIA","DF","BRASILIA                      ","NS",2021-12-01,2021-12-01,81545.09,"Afas. Missão Exterior Com Ônus - EST","2021","12",485.38744047619
"PROFESSOR ENS BASICO TECN TECNOLOGICO   ","INSTITUTO BENJAMIN CONSTANT             ","RJ","RIO DE JANEIRO                ","NS",2021-10-01,2021-12-01,8690.64,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","10",51.73
